ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,X,Notes,Accepted
1901A0001,collj103,1901,BOS,O,,AB,WS1190105070,3,4,,,,,
1901A0002,collj103,1901,BOS,O,,AB,CLE190105250,5,4,,,,,
1901A0003,collj103,1901,BOS,O,,AB,CHA190107290,4,3,,,,,
1901A0004,collj103,1901,BOS,O,,BB,BLA190104270,1,0,1901A0025,,,,
1901A0005,collj103,1901,BOS,D,3B,DP,PHA190105010,2,1,,,,,
1901A0006,collj103,1901,BOS,D,3B,DP,WS1190106280,1,0,,,,,
1901A0007,crigl101,1901,BOS,O,,AB,WS1190106270,3,2,,,,,
1901A0008,crigl101,1901,BOS,O,,BB,PHA190104290,1,0,1901A0011,,,,
1901A0009,crigl101,1901,BOS,O,,BB,DET190105240,2,1,1901A0058,,,,
1901A0010,crigl101,1901,BOS,D,1B,DP,CLE190107180,3,2,,,,,
1901A0011,cuppn101,1901,BOS,O,,BB,PHA190104290,0,1,1901A0008,,,,
1901A0012,dowdt101,1901,BOS,O,,AB,BOS190108130,6,5,,,,,
1901A0013,dowdt101,1901,BOS,O,,AB,BOS190108190,6,5,1901A0015,,,,
1901A0014,dowdt101,1901,BOS,O,,BB,PHA190105020,3,2,1901A0048,,,,
1901A0015,dowdt101,1901,BOS,O,,BB,BOS190108190,0,1,1901A0013,,,,
1901A0016,dowdt101,1901,BOS,O,,BB,MLA190109040,1,0,1901A0077,,,,
1901A0017,dowdt101,1901,BOS,O,,BB,BOS190109260,1,0,1901A0819,,,,
1901A0018,dowdt101,1901,BOS,O,,SH,,6,7,,,,SHs not shown on ICI sheets,
1901A0019,dowdt101,1901,BOS,O,,HBP,,4,3,,,,HBPs not shown on ICI sheets,
1901A0020,dowdt101,1901,BOS,D,1B,G,MLA190107250,1,0,,,,,
1901A0021,dowdt101,1901,BOS,D,1B,DP,MLA190107240,1,0,1901A0068,,,,
1901A0022,ferrh101,1901,BOS,O,,AB,BOS190105130,3,4,1901A0070,,,,
1901A0023,ferrh101,1901,BOS,O,,AB,CLE190107171,4,3,,,,,
1901A0024,ferrh101,1901,BOS,O,,AB,BOS190108270,4,3,,,,,
1901A0025,ferrh101,1901,BOS,O,,BB,BLA190104270,1,0,1901A0041,,,,
1901A0026,ferrh101,1901,BOS,O,,BB,BOS190106080,1,0,1901A0059,,,,
1901A0027,ferrh101,1901,BOS,O,,BB,BOS190108190,1,0,,,,,
1901A0028,ferrh101,1901,BOS,O,,BB,CHA190109070,1,0,1901A0028,,,,
1901A0029,ferrh101,1901,BOS,O,,BB,BOS190109282,2,1,1901A0062,,,,
1901A0030,ferrh101,1901,BOS,O,,SH,,9,12,,,,SHs not shown on ICI sheets,
1901A0031,freeb102,1901,BOS,O,,AB,BOS190109161,4,5,,,,,
1901A0032,freeb102,1901,BOS,O,,BB,WS1190105030,1,0,1901A0057,,,,
1901A0033,freeb102,1901,BOS,O,,BB,BOS190106210,1,0,1901A0050,,,,
1901A0034,freeb102,1901,BOS,O,,SH,,7,8,,,,SHs not shown on ICI sheets,
1901A0035,freeb102,1901,BOS,D,1B,G,WS1190106290,1,0,,,,,
1901A0036,freeb102,1901,BOS,D,1B,DP,MLA190106050,1,0,,,,,
1901A0037,freeb102,1901,BOS,D,1B,DP,BOS190106070,2,1,,,,,
1901A0038,freeb102,1901,BOS,D,1B,DP,BOS190106210,1,0,,,,,
1901A0039,freeb102,1901,BOS,D,1B,DP,BOS190108091,1,0,,,,,
1901A0040,freeb102,1901,BOS,D,1B,DP,BOS190109282,2,1,1901A0076,,,,
1901A0041,hempc101,1901,BOS,O,,BB,BLA190104270,1,0,1901A0871,,,,
1901A0042,hempc101,1901,BOS,O,,BB,BOS190106240,1,0,1901A0060,,,,
1901A0043,hempc101,1901,BOS,O,,SH,,6,9,,,,SHs not shown on ICI sheets,
1901A0044,hempc101,1901,BOS,D,OF,CFG,BOS190106210,0,1,1901A0045,,,,Y
1901A0045,hempc101,1901,BOS,D,OF,RFG,BOS190106210,1,0,1901A0080,,,,Y
1901A0046,hempc101,1901,BOS,D,OF,RFG,WS1190106290,1,0,,,,,Y
1901A0047,jonec106,1901,BOS,O,,SH,,0,1,,,,SHs not shown on ICI sheets,
1901A0048,lewit101,1901,BOS,O,,BB,PHA190105020,0,1,1901A0014,,,,
1901A0049,lewit101,1901,BOS,O,,BB,CHA190105310,1,2,1901A0830,,,,
1901A0050,lewit101,1901,BOS,O,,BB,BOS190106210,0,1,1901A0033,,,,
1901A0051,lewit101,1901,BOS,O,,SH,,3,1,,,,SHs not shown on ICI sheets,
1901A0052,mitcf101,1901,BOS,O,,AB,MLA190106050,4,3,,,,,
1901A0053,paref101,1901,BOS,O,,AB,PHA190105020,5,6,,,,,
1901A0054,paref101,1901,BOS,O,,AB,WS1190105030,5,3,,,,,
1901A0055,paref101,1901,BOS,O,,AB,WS1190105070,5,4,,,,,
1901A0056,paref101,1901,BOS,O,,BB,PHA190104300,2,1,1901A0891,,,,
1901A0057,paref101,1901,BOS,O,,BB,WS1190105030,0,1,1901A0032,,,,
1901A0058,paref101,1901,BOS,O,,BB,DET190105240,1,2,1901A0009,,,,
1901A0059,paref101,1901,BOS,O,,BB,BOS190106080,1,2,1901A0026,,,,
1901A0060,paref101,1901,BOS,O,,BB,BOS190106240,0,1,1901A0042,,,,
1901A0061,paref101,1901,BOS,O,,BB,CHA190109070,0,1,1901A0061,,,,
1901A0062,paref101,1901,BOS,O,,BB,BOS190109282,0,1,1901A0029,,,,
1901A0063,paref101,1901,BOS,O,,SH,,17,21,,,,SHs not shown on ICI sheets,
1901A0064,paref101,1901,BOS,D,SS,DP,BOS190106210,1,0,,,,,
1901A0065,paref101,1901,BOS,D,SS,DP,BOS190107120,0,1,,,,,
1901A0066,paref101,1901,BOS,D,SS,DP,CLE190107172,1,0,,,,,
1901A0067,paref101,1901,BOS,D,SS,DP,CLE190107180,2,1,,,,,
1901A0068,paref101,1901,BOS,D,SS,DP,MLA190107240,1,0,1901A0075,,,,
1901A0069,paref101,1901,BOS,D,SS,DP,BOS190108121,0,1,,,,,
1901A0070,schro101,1901,BOS,O,,G,BOS190105130,1,0,1901A0071,,,,
1901A0071,schro101,1901,BOS,O,,AB,BOS190105130,1,0,1901A0022,,,,
1901A0072,schro101,1901,BOS,O,,AB,BOS190106171,3,4,,,,,
1901A0073,schro101,1901,BOS,O,,SH,,5,4,,,,SHs not shown on ICI sheets,
1901A0074,schro101,1901,BOS,D,C,DP,PHA190105010,2,1,,,,,
1901A0075,schro101,1901,BOS,D,C,DP,MLA190107240,1,0,1901A0021,,,,
1901A0076,schro101,1901,BOS,D,C,DP,BOS190109282,1,0,1901A0040,,,,
1901A0077,stahc101,1901,BOS,O,,BB,MLA190109040,0,1,1901A0016,,,,
1901A0078,stahc101,1901,BOS,D,OF,DP,PHA190105010,2,0,,,,,
1901A0079,stahc101,1901,BOS,D,OF,DP,WS1190106280,0,1,,,,,
1901A0080,stahc101,1901,BOS,D,OF,CFG,BOS190106210,1,0,1901A0081,,,,Y
1901A0081,stahc101,1901,BOS,D,OF,RFG,BOS190106210,0,1,1901A0044,,,,Y
1901A0082,younc102,1901,BOS,O,,BB,MLA190109050,0,1,,,,,
1901A0083,younc102,1901,BOS,O,,SH,,2,3,,,,SHs not shown on ICI sheets,
1901A0084,burkj104,1901,CHA,O,,AB,CHA190109130,4,3,1901A0086,,,,
1901A0085,burkj104,1901,CHA,O,,BB,CHA190107180,0,1,1901A0137,,,,
1901A0086,burkj104,1901,CHA,O,,BB,CHA190109130,0,1,1901A0110,,,,
1901A0087,calln101,1901,CHA,O,,BB,CLE190107042,0,1,1901A0103,,,,
1901A0088,calln101,1901,CHA,D,3B,DP,MLA190107090,0,1,,,,,
1901A0089,fostp101,1901,CHA,O,,BB,MLA190109100,1,0,1901A0141,,,,
1901A0090,grifc101,1901,CHA,O,,BB,CHA190105260,1,0,1901A0096,,,,
1901A0091,grifc101,1901,CHA,O,,BB,CHA190107200,1,0,1901A0133,,,,
1901A0092,grifc101,1901,CHA,O,,BB,CLE190108120,3,2,1901A0173,,,,
1901A0093,grifc101,1901,CHA,O,,SH,,2,3,,,,SHs not shown on ICI sheets,
1901A0094,grifc101,1901,CHA,D,P,DP,BLA190108230,0,1,,,,,
1901A0095,hartf101,1901,CHA,O,,BB,CHA190104270,1,0,1901A0112,,,,
1901A0096,hartf101,1901,CHA,O,,BB,CHA190105260,0,1,1901A0090,,,,
1901A0097,hartf101,1901,CHA,O,,BB,CHA190109030,1,0,1901A0140,,,,
1901A0098,hartf101,1901,CHA,O,,BB,PHA190109200,1,0,1901A0890,,,,
1901A0099,hartf101,1901,CHA,O,,SH,,6,8,,,,SHs not shown on ICI sheets,
1901A0100,hartf101,1901,CHA,D,3B,DP,MLA190105050,1,0,,,,,
1901A0101,hartf101,1901,CHA,D,3B,DP,BOS190106171,1,0,,,,,
1901A0102,harve101,1901,CHA,O,,AB,CHA190105010,3,2,,,,,
1901A0103,harve101,1901,CHA,O,,BB,CLE190107042,1,0,1901A0087,,,,
1901A0104,harve101,1901,CHA,D,P,DP,BOS190106180,1,0,1901A0120,,,,
1901A0105,hoy-d101,1901,CHA,O,,BB,CHA190104290,0,1,1901A0125,,,,
1901A0106,hoy-d101,1901,CHA,O,,BB,CHA190105010,2,1,1901A0126,,,,
1901A0107,hoy-d101,1901,CHA,O,,BB,CHA190105160,0,1,1901A0128,,,,
1901A0108,hoy-d101,1901,CHA,O,,BB,CHA190107240,0,1,1901A0139,,,,
1901A0109,hoy-d101,1901,CHA,O,,BB,PHA190108280,1,2,1901A0114,,,,
1901A0110,hoy-d101,1901,CHA,O,,BB,CHA190109130,1,2,1901A0124,,,,
1901A0111,hoy-d101,1901,CHA,D,OF,DP,DET190107050,0,1,,,,,
1901A0112,isbef101,1901,CHA,O,,BB,CHA190104270,0,1,1901A0095,,,,
1901A0113,isbef101,1901,CHA,O,,BB,BOS190106180,1,0,1901A0806,,,,
1901A0114,isbef101,1901,CHA,O,,BB,PHA190108280,1,0,1901A0109,,,,
1901A0115,isbef101,1901,CHA,O,,SH,,10,13,,,,SHs not shown on ICI sheets,
1901A0116,isbef101,1901,CHA,D,1B,DP,MLA190105050,1,0,,,,,
1901A0117,isbef101,1901,CHA,D,1B,DP,MLA190105060,2,1,1901A0153,,,,
1901A0118,isbef101,1901,CHA,D,1B,DP,DET190105120,2,3,,,,,
1901A0119,isbef101,1901,CHA,D,1B,DP,CHA190105220,2,1,,,,,
1901A0120,isbef101,1901,CHA,D,1B,DP,BOS190106180,2,1,1901A0104,,,,
1901A0121,isbef101,1901,CHA,D,1B,DP,DET190107050,1,0,,,,,
1901A0122,isbef101,1901,CHA,D,1B,DP,PHA190109200,1,0,,,,,
1901A0123,jonef102,1901,CHA,O,,AB,MLA190105040,5,3,,,,,
1901A0124,jonef102,1901,CHA,O,,AB,CHA190109130,2,5,1901A0129,,,,
1901A0125,jonef102,1901,CHA,O,,BB,CHA190104290,1,0,1901A0105,,,,
1901A0126,jonef102,1901,CHA,O,,BB,CHA190105010,1,2,1901A0106,,,,
1901A0127,jonef102,1901,CHA,O,,BB,MLA190105040,0,1,1901A0160,,,,
1901A0128,jonef102,1901,CHA,O,,BB,CHA190105160,1,0,1901A0107,,,,
1901A0129,jonef102,1901,CHA,O,,BB,CHA190109130,2,0,1901A0134,,,,
1901A0130,jonef102,1901,CHA,O,,SH,,16,18,,,,SHs not shown on ICI sheets,
1901A0131,katoj101,1901,CHA,O,,AB,CHA190109130,3,4,,,,,
1901A0132,mcfah102,1901,CHA,O,,AB,CHA190105010,5,6,,,,,
1901A0133,mcfah102,1901,CHA,O,,AB,CHA190107200,3,2,1901A0138,,,,
1901A0134,mcfah102,1901,CHA,O,,AB,CHA190109130,3,4,1901A0142,,,,
1901A0135,mcfah102,1901,CHA,O,,BB,CHA190105280,2,1,1901A0877,,,,
1901A0136,mcfah102,1901,CHA,O,,BB,MLA190107100,0,1,1901A0148,,,,
1901A0137,mcfah102,1901,CHA,O,,BB,CHA190107180,1,0,1901A0085,,,,
1901A0138,mcfah102,1901,CHA,O,,BB,CHA190107200,1,2,1901A0091,,,,
1901A0139,mcfah102,1901,CHA,O,,BB,CHA190107240,2,1,1901A0161,,,,
1901A0140,mcfah102,1901,CHA,O,,BB,CHA190109030,1,0,1901A0150,,,,
1901A0141,mcfah102,1901,CHA,O,,BB,MLA190109100,0,1,1901A0089,,,,
1901A0142,mcfah102,1901,CHA,O,,BB,CHA190109130,1,0,1901A0151,,,,
1901A0143,mcfah102,1901,CHA,O,,SH,,9,11,,,,SHs not shown on ICI sheets,
1901A0144,mcfah102,1901,CHA,O,,HBP,,10,9,,,,HBPs not shown on ICI sheets,
1901A0145,merts101,1901,CHA,O,,AB,PHA190106210,2,3,,,,,
1901A0146,merts101,1901,CHA,O,,AB,DET190108070,3,4,,,,,
1901A0147,merts101,1901,CHA,O,,BB,BOS190106171,1,0,1901A0808,,,,
1901A0148,merts101,1901,CHA,O,,BB,MLA190107100,1,0,1901A0136,,,,
1901A0149,merts101,1901,CHA,O,,BB,CHA190109010,0,1,1901A0174,,,,
1901A0150,merts101,1901,CHA,O,,BB,CHA190109030,1,0,1901A0889,,,,
1901A0151,merts101,1901,CHA,O,,BB,CHA190109130,0,1,1901A0084,,,,
1901A0152,merts101,1901,CHA,O,,SH,,22,20,,,,SHs not shown on ICI sheets,
1901A0153,merts101,1901,CHA,D,2B,DP,MLA190105060,1,0,1901A0117,,,,
1901A0154,merts101,1901,CHA,D,2B,DP,DET190105120,1,2,,,,,
1901A0155,merts101,1901,CHA,D,2B,DP,BOS190106171,0,1,,,,,
1901A0156,merts101,1901,CHA,D,2B,DP,DET190107050,1,0,,,,,
1901A0157,merts101,1901,CHA,D,2B,DP,BLA190108230,2,3,,,,,
1901A0158,piatw101,1901,CHA,O,,SH,,1,0,,,,SHs not shown on ICI sheets,
1901A0159,shugf101,1901,CHA,O,,AB,BLA190109181,4,5,,,,,
1901A0160,shugf101,1901,CHA,O,,BB,MLA190105040,1,0,1901A0127,,,,
1901A0161,shugf101,1901,CHA,O,,BB,CHA190107240,1,0,1901A0172,,,,
1901A0162,shugf101,1901,CHA,O,,BB,WS1190108210,1,0,1901A0168,,,,
1901A0163,shugf101,1901,CHA,O,,SH,,8,10,,,,SHs not shown on ICI sheets,
1901A0164,shugf101,1901,CHA,D,SS,DP,CHA190105220,1,0,,,,,
1901A0165,shugf101,1901,CHA,D,SS,DP,DET190107050,1,0,,,,,
1901A0166,shugf101,1901,CHA,D,SS,DP,MLA190107090,1,0,,,,,
1901A0167,sugdj101,1901,CHA,O,,AB,DET190107060,4,3,,,,,
1901A0168,sugdj101,1901,CHA,O,,BB,WS1190108210,0,1,1901A0162,,,,
1901A0169,sullb102,1901,CHA,O,,AB,CHA190105010,6,5,,,,,
1901A0170,sullb102,1901,CHA,O,,AB,MLA190105030,5,4,,,,,
1901A0171,sullb102,1901,CHA,O,,AB,CHA190109130,3,4,,,,,
1901A0172,sullb102,1901,CHA,O,,BB,CHA190107240,1,2,1901A0108,,,,
1901A0173,sullb102,1901,CHA,O,,BB,CLE190108120,0,1,1901A0092,,,,
1901A0174,sullb102,1901,CHA,O,,BB,CHA190109010,1,0,1901A0149,,,,
1901A0175,sullb102,1901,CHA,O,,SH,,11,13,,,,SHs not shown on ICI sheets,
1901A0176,becke101,1901,CLE,O,,AB,DET190105060,2,3,,,,,
1901A0177,becke101,1901,CLE,O,,AB,CLE190106010,2,3,,,,,
1901A0178,becke101,1901,CLE,O,,AB,CLE190107050,3,4,1901A0181,,,,
1901A0179,becke101,1901,CLE,O,,AB,WS1190108281,2,3,,,,,
1901A0180,becke101,1901,CLE,O,,AB,CLE190108312,2,1,,,,,
1901A0181,becke101,1901,CLE,O,,BB,CLE190107050,1,0,1901A0228,,,,
1901A0182,becke101,1901,CLE,O,,BB,PHA190108212,1,0,1901A0903,,,,
1901A0183,becke101,1901,CLE,O,,SH,,6,4,,,,SHs not shown on ICI sheets,
1901A0184,becke101,1901,CLE,D,2B,DP,DET190105060,0,1,,,,,
1901A0185,becke101,1901,CLE,D,2B,DP,CLE190107041,0,1,,,,,
1901A0186,becke101,1901,CLE,D,2B,DP,CLE190107300,1,0,,,,,
1901A0187,becke101,1901,CLE,D,2B,DP,PHA190108200,0,2,,,,,
1901A0188,becke101,1901,CLE,D,2B,DP,PHA190108211,1,0,1901A0196,,,,
1901A0189,becke101,1901,CLE,D,2B,DP,PHA190109270,1,0,1901A0222,,,,
1901A0190,bradb102,1901,CLE,O,,AB,DET190109150,4,3,,,,,
1901A0191,bradb102,1901,CLE,O,,SH,,2,1,,,,SHs not shown on ICI sheets,
1901A0192,bradb102,1901,CLE,D,3B,DP,CLE190105200,0,2,,,,,
1901A0193,bradb102,1901,CLE,D,3B,DP,CHA190106280,1,0,,,,,
1901A0194,bradb102,1901,CLE,D,3B,DP,CLE190107030,2,0,,,,,
1901A0195,bradb102,1901,CLE,D,3B,DP,BLA190108150,0,1,,,,,
1901A0196,bradb102,1901,CLE,D,3B,DP,PHA190108211,1,0,1901A0188,,,,
1901A0197,connj104,1901,CLE,O,,AB,WS1190109200,4,3,,,,,
1901A0198,connj104,1901,CLE,O,,BB,CLE190108120,0,1,1901A0256,,,,
1901A0199,connj104,1901,CLE,O,,SH,,2,3,,,,SHs not shown on ICI sheets,
1901A0200,connj104,1901,CLE,O,,HBP,,3,2,,,,HBPs not shown on ICI sheets,
1901A0201,donot102,1901,CLE,O,,AB,DET190109150,4,3,,,,,
1901A0202,genif101,1901,CLE,O,,AB,CLE190104300,3,4,,,,,
1901A0203,genif101,1901,CLE,O,,AB,CLE190105020,4,5,,,,,
1901A0204,hartb106,1901,CLE,O,,G,MLA190105110,1,0,1901A0205,,,,
1901A0205,hartb106,1901,CLE,O,,AB,MLA190105110,1,0,1901A0258,,,,
1901A0206,hartb106,1901,CLE,D,P,DP,CLE190107041,0,1,,,,,
1901A0207,harve101,1901,CLE,O,,BB,WS1190108281,0,1,1901A0248,,,,
1901A0208,harve101,1901,CLE,O,,BB,PHA190109270,1,2,1901A0215,,,,
1901A0209,harve101,1901,CLE,D,OF,DP,BLA190108150,0,1,,,,,
1901A0210,hoffb102,1901,CLE,O,,AB,CLE190106010,2,3,,,,,
1901A0211,lachc101,1901,CLE,O,,AB,CLE190107300,3,4,,,,,
1901A0212,lachc101,1901,CLE,O,,AB,DET190109150,4,3,,,,,
1901A0213,lachc101,1901,CLE,O,,AB,PHA190109281,5,4,,,,,
1901A0214,lachc101,1901,CLE,O,,BB,CLE190105310,1,0,1901A0230,,,,
1901A0215,lachc101,1901,CLE,O,,BB,PHA190109270,1,0,1901A0208,,,,
1901A0216,lachc101,1901,CLE,O,,SH,,6,7,,,,SHs not shown on ICI sheets,
1901A0217,lachc101,1901,CLE,D,1B,DP,DET190105060,0,1,,,,,
1901A0218,lachc101,1901,CLE,D,1B,DP,CLE190105200,0,1,,,,,
1901A0219,lachc101,1901,CLE,D,1B,DP,CLE190107030,3,2,,,,,
1901A0220,lachc101,1901,CLE,D,1B,DP,CLE190107041,0,1,,,,,
1901A0221,lachc101,1901,CLE,D,1B,DP,PHA190108200,2,0,,,,,
1901A0222,lachc101,1901,CLE,D,1B,DP,PHA190109270,1,0,1901A0189,,,,
1901A0223,mccaj105,1901,CLE,O,,SH,,18,19,,,,SHs not shown on ICI sheets,
1901A0224,mccaj105,1901,CLE,O,,HBP,,3,4,,,,HBPs not shown on ICI sheets,
1901A0225,mccaj105,1901,CLE,D,OF,LFG,CLE190107042,1,0,1901A0226,,,,Y
1901A0226,mccaj105,1901,CLE,D,OF,CFG,CLE190107042,0,1,1901A0245,,,,Y
1901A0227,mcneh101,1901,CLE,O,,AB,WS1190108282,3,4,,,,,
1901A0228,moore103,1901,CLE,O,,BB,CLE190107050,0,1,1901A0233,,,,
1901A0229,obrij103,1901,CLE,O,,AB,CLE190107042,4,3,,,,,
1901A0230,obrij103,1901,CLE,O,,BB,CLE190105310,0,1,1901A0237,,,,
1901A0231,obrij103,1901,CLE,O,,BB,MLA190107010,0,1,1901A0238,,,,
1901A0232,obrij103,1901,CLE,O,,BB,CLE190107042,0,1,,,,,
1901A0233,obrij103,1901,CLE,O,,BB,CLE190107050,0,1,1901A0255,,,,
1901A0234,obrij103,1901,CLE,O,,SH,,5,4,,,,SHs not shown on ICI sheets,
1901A0235,obrij103,1901,CLE,O,,HBP,,7,4,,,,HBPs not shown on ICI sheets,
1901A0236,obrij103,1901,CLE,D,OF,G,,91,92,,,,ICI sheets show 91 G in OF,
1901A0237,picko101,1901,CLE,O,,BB,CLE190105310,2,1,1901A0887,,,,
1901A0238,picko101,1901,CLE,O,,BB,MLA190107010,3,2,1901A0231,,,,
1901A0239,picko101,1901,CLE,O,,BB,CLE190107042,2,1,,,,,
1901A0240,picko101,1901,CLE,O,,BB,CLE190107220,1,0,1901A0260,,,,
1901A0241,picko101,1901,CLE,O,,BB,BOS190109170,1,0,1901A0815,,,,
1901A0242,picko101,1901,CLE,O,,SH,,3,5,,,,SHs not shown on ICI sheets,
1901A0243,picko101,1901,CLE,D,OF,DP,CLE190107230,0,1,,,,,
1901A0244,picko101,1901,CLE,D,OF,DP,BLA190108150,0,1,,,,,
1901A0245,picko101,1901,CLE,D,OF,LFG,CLE190107042,0,1,1901A0246,,,,Y
1901A0246,picko101,1901,CLE,D,OF,CFG,CLE190107042,1,0,1901A0225,,,,Y
1901A0247,schef101,1901,CLE,O,,BB,CLE190108132,1,0,,,,,
1901A0248,schef101,1901,CLE,O,,BB,WS1190108281,1,0,1901A0207,,,,
1901A0249,schef101,1901,CLE,O,,SH,,7,10,,,,SHs not shown on ICI sheets,
1901A0250,schef101,1901,CLE,O,,HBP,,1,2,,,,HBPs not shown on ICI sheets,
1901A0251,scote102,1901,CLE,D,P,DP,CLE190107230,0,1,,,,,
1901A0252,shayd101,1901,CLE,D,SS,DP,MLA190105140,0,1,,,,,
1901A0253,woodb101,1901,CLE,O,,G,DET190105030,1,0,,,,,
1901A0254,woodb101,1901,CLE,O,,BB,CLE190107042,0,1,,,,,
1901A0255,woodb101,1901,CLE,O,,BB,CLE190107050,1,0,1901A0178,,,,
1901A0256,woodb101,1901,CLE,O,,BB,CLE190108120,1,0,1901A0198,,,,
1901A0257,woodb101,1901,CLE,D,C,DP,CLE190105250,1,0,,,,,
1901A0258,yeagg101,1901,CLE,O,,G,MLA190105110,0,1,1901A0259,,,,
1901A0259,yeagg101,1901,CLE,O,,AB,MLA190105110,0,1,1901A0204,,,,
1901A0260,yeagg101,1901,CLE,O,,BB,CLE190107220,0,1,1901A0240,,,,
1901A0261,yeagg101,1901,CLE,O,,SH,,3,2,,,,SHs not shown on ICI sheets,
1901A0262,yeagg101,1901,CLE,D,1B,DP,BOS190106210,1,0,,,,,
1901A0263,yeagg101,1901,CLE,D,2B,DP,MLA190105140,1,0,,,,,
1901A0264,barrj103,1901,DET,O,,BB,MLA190107030,3,2,1901A0274,,,,
1901A0265,barrj103,1901,DET,O,,BB,DET190107060,1,0,1901A0827,,,,
1901A0266,buelf101,1901,DET,O,,G,MLA190105090,1,0,1901A0267,,,,
1901A0267,buelf101,1901,DET,O,,AB,MLA190105090,4,0,1901A0271,,,,
1901A0268,buelf101,1901,DET,O,,AB,DET190106290,1,2,,,,,
1901A0269,buelf101,1901,DET,O,,AB,MLA190107042,3,2,,,,,
1901A0270,buelf101,1901,DET,O,,R,CHA190105020,0,1,1901A0825,,,,
1901A0271,buelf101,1901,DET,O,,R,MLA190105090,1,0,1901A0272,,,,
1901A0272,buelf101,1901,DET,O,,H,MLA190105090,2,0,1901A0278,,,,
1901A0273,buelf101,1901,DET,O,,BB,DET190105060,0,1,1901A0338,,,,
1901A0274,buelf101,1901,DET,O,,BB,MLA190107030,2,1,1901A0282,,,,
1901A0275,buelf101,1901,DET,O,,BB,MLA190107042,1,0,1901A0331,,,,
1901A0276,buelf101,1901,DET,O,,BB,MLA190108042,1,0,1901A0288,,,,
1901A0277,buelf101,1901,DET,O,,SH,,10,12,,,,SHs not shown on ICI sheets,
1901A0278,buelf101,1901,DET,D,C,G,MLA190105090,1,0,1901A0324,,,,
1901A0279,cased101,1901,DET,O,,AB,BOS190106130,5,3,,,,,
1901A0280,cased101,1901,DET,O,,AB,BLA190108190,4,3,,,,,
1901A0281,cased101,1901,DET,O,,BB,MLA190105070,0,1,1901A0318,,,,
1901A0282,cased101,1901,DET,O,,BB,MLA190107030,0,1,1901A0298,,,,
1901A0283,cased101,1901,DET,O,,BB,MLA190108060,2,1,1901A0309,,,,
1901A0284,cased101,1901,DET,O,,BB,DET190109030,1,0,1901A0935,,,,
1901A0285,cased101,1901,DET,O,,BB,CLE190109130,0,1,1901A0341,,,,
1901A0286,cased101,1901,DET,O,,BB,WS1190109250,0,1,1901A0311,,,,
1901A0287,cased101,1901,DET,O,,SH,,10,12,,,,SHs not shown on ICI sheets,
1901A0288,crocd101,1901,DET,O,,AB,MLA190108042,4,3,1901A0289,,,,
1901A0289,crocd101,1901,DET,O,,BB,MLA190108042,0,1,1901A0276,,,,
1901A0290,crocd101,1901,DET,D,1B,DP,DET190108090,1,0,,,,,
1901A0291,cronj102,1901,DET,O,,AB,MLA190107042,4,3,,,,,
1901A0292,dillp103,1901,DET,O,,BB,CLE190105170,1,0,1901A0307,,,,
1901A0293,dillp103,1901,DET,O,,BB,BOS190108280,2,1,1901A0351,,,,
1901A0294,dillp103,1901,DET,D,1B,DP,MLA190105070,3,1,,,,,
1901A0295,dillp103,1901,DET,D,1B,DP,DET190109070,1,0,,,,,
1901A0296,dillp103,1901,DET,D,1B,DP,PHA190109170,2,0,,,,,
1901A0297,elbek101,1901,DET,O,,AB,DET190105050,4,3,,,,,
1901A0298,elbek101,1901,DET,O,,BB,MLA190107030,0,1,1901A0264,,,,
1901A0299,elbek101,1901,DET,O,,BB,DET190109022,1,0,1901A0931,,,,
1901A0300,elbek101,1901,DET,O,,BB,DET190109080,1,0,1901A0878,,,,
1901A0301,elbek101,1901,DET,O,,SH,,11,12,,,,SHs not shown on ICI sheets,
1901A0302,gleak101,1901,DET,O,,AB,DET190105302,3,2,,,,,
1901A0303,gleak101,1901,DET,O,,AB,DET190106280,3,4,,,,,
1901A0304,gleak101,1901,DET,O,,AB,MLA190108060,5,3,,,,,
1901A0305,gleak101,1901,DET,O,,AB,DET190109080,4,5,,,,,
1901A0306,gleak101,1901,DET,O,,BB,CHA190105020,1,0,1901A0824,,,,
1901A0307,gleak101,1901,DET,O,,BB,CLE190105170,0,1,1901A0292,,,,
1901A0308,gleak101,1901,DET,O,,BB,BOS190106150,0,1,1901A0320,,,,
1901A0309,gleak101,1901,DET,O,,BB,MLA190108060,0,1,1901A0283,,,,
1901A0310,gleak101,1901,DET,O,,BB,DET190109052,1,0,1901A0332,,,,
1901A0311,gleak101,1901,DET,O,,BB,WS1190109250,0,1,1901A0321,,,,
1901A0312,gleak101,1901,DET,O,,SH,,13,15,,,,SHs not shown on ICI sheets,
1901A0313,gleak101,1901,DET,D,2B,DP,DET190105060,1,0,,,,,
1901A0314,gleak101,1901,DET,D,2B,DP,DET190107180,0,1,,,,,
1901A0315,gleak101,1901,DET,D,2B,DP,BOS190108270,2,1,,,,,
1901A0316,gleak101,1901,DET,D,2B,DP,DET190109150,1,0,1901A0335,,,,
1901A0317,gleak101,1901,DET,D,2B,DP,PHA190109170,2,0,,,,,
1901A0318,holmd101,1901,DET,O,,BB,MLA190105070,1,0,1901A0281,,,,
1901A0319,holmd101,1901,DET,O,,BB,DET190105240,2,1,1901A0801,,,,
1901A0320,holmd101,1901,DET,O,,BB,BOS190106150,1,0,1901A0308,,,,
