gid,id,team,d_seq,d_pos,stattype,d_ifouts,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,d_gs,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
WAS202405070,burnc002,BAL,1,1,value,19,1,1,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,webbj002,BAL,1,1,value,2,0,0,0,0,0,,,,,0,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,akink001,BAL,1,1,value,3,0,0,0,0,0,,,,,0,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,hendg002,BAL,1,6,value,24,0,2,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,rutsa001,BAL,1,2,value,24,8,0,0,0,0,0,0,4,0,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,mounr001,BAL,1,3,value,24,10,0,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,santa003,BAL,1,9,value,24,1,0,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,cowsc001,BAL,1,7,value,24,1,0,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,westj002,BAL,1,4,value,21,0,3,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,westj002,BAL,2,5,value,3,0,0,0,0,0,,,,,0,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,mullc002,BAL,1,8,value,24,2,0,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,uriar001,BAL,1,5,value,21,0,3,0,0,0,,,,,1,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,matej003,BAL,1,4,value,3,1,1,0,0,0,,,,,0,20240507,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS202405070,willt002,WAS,1,1,value,15,0,0,0,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,garcr008,WAS,1,1,value,3,0,1,0,0,0,,,,,0,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,law-d001,WAS,1,1,value,3,0,0,0,0,0,,,,,0,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,harvh001,WAS,1,1,value,3,0,0,0,0,0,,,,,0,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,finnk001,WAS,1,1,value,3,0,0,0,0,0,,,,,0,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,younj004,WAS,1,8,value,27,1,0,0,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,abrac001,WAS,1,6,value,27,0,2,1,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,garcl006,WAS,1,4,value,27,1,6,0,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,winkj002,WAS,1,7,value,27,0,0,0,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,menej001,WAS,1,3,value,27,10,0,0,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,ruizk001,WAS,1,2,value,27,12,0,0,0,0,0,0,1,0,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,rosae001,WAS,1,9,value,27,3,0,0,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
WAS202405070,lipst001,WAS,1,5,value,27,0,1,0,0,0,,,,,1,20240507,0,WAS11,h,BAL,1,0,0,regular,y,y
ATL202405080,piven001,BOS,1,1,value,12,0,0,0,0,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,wincj001,BOS,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,boosc001,BOS,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,martc007,BOS,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,andec001,BOS,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,duraj001,BOS,1,8,value,24,1,0,0,0,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,wongc001,BOS,1,2,value,24,3,0,0,0,0,0,0,0,0,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,oneit001,BOS,1,7,value,24,3,0,0,0,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,dever001,BOS,1,5,value,24,1,2,0,1,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,grisv001,BOS,1,4,value,24,3,2,0,1,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,gonzr003,BOS,1,3,value,24,5,0,0,1,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,abrew002,BOS,1,9,value,24,5,0,0,0,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,rafac001,BOS,1,6,value,24,3,2,0,0,0,,,,,1,20240508,0,ATL03,v,ATL,0,1,0,regular,y,y
ATL202405080,salec001,ATL,1,1,value,18,0,0,0,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,lee-d005,ATL,1,1,value,6,0,1,0,0,0,,,,,0,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,kerrr001,ATL,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,acunr001,ATL,1,9,value,27,0,0,0,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,albio001,ATL,1,4,value,27,2,2,0,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,rilea001,ATL,1,5,value,27,0,4,1,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,olsom001,ATL,1,3,value,27,8,0,0,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,arcio002,ATL,1,6,value,27,1,2,0,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,harrm004,ATL,1,8,value,27,1,0,0,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,darnt001,ATL,1,2,value,27,13,0,0,0,0,0,0,0,0,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,kelej001,ATL,1,7,value,18,1,0,0,0,0,,,,,1,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
ATL202405080,duvaa001,ATL,1,7,value,9,1,0,0,0,0,,,,,0,20240508,0,ATL03,h,BOS,1,0,0,regular,y,y
CHN202405080,ceasd001,SDN,1,1,value,21,0,0,0,0,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,peraw002,SDN,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,suarr002,SDN,1,1,value,3,1,0,0,0,0,,,,,0,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,tatif002,SDN,1,9,value,27,3,0,0,0,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,cronj001,SDN,1,3,value,27,3,2,0,1,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,machm001,SDN,1,5,value,27,0,1,0,0,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,profj001,SDN,1,7,value,21,1,0,0,0,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,azocj001,SDN,1,7,value,6,0,0,0,0,0,,,,,0,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,bogax001,SDN,1,4,value,27,1,0,0,0,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,merrj002,SDN,1,8,value,27,1,0,0,0,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,campl002,SDN,1,2,value,27,15,0,0,0,0,0,0,0,0,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,kim-h002,SDN,1,6,value,27,2,2,0,1,0,,,,,1,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202405080,wesnh001,CHN,1,1,value,18,2,0,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,lover001,CHN,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,alzoa001,CHN,1,1,value,4,0,0,0,0,0,,,,,0,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,thomk002,CHN,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,hoern001,CHN,1,6,value,27,1,1,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,taucm001,CHN,1,9,value,24,3,0,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,taucm001,CHN,2,8,value,3,0,0,0,0,0,,,,,0,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,morec001,CHN,1,5,value,27,1,2,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,happi001,CHN,1,7,value,27,2,0,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,buscm003,CHN,1,3,value,27,6,2,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,mastm001,CHN,1,4,value,24,0,3,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,madrn001,CHN,1,4,value,3,0,0,0,0,0,,,,,0,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,gomey001,CHN,1,2,value,27,8,0,0,0,0,0,0,1,0,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,crowp001,CHN,1,8,value,24,4,0,0,0,0,,,,,1,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CHN202405080,wisdp001,CHN,1,9,value,3,0,0,0,0,0,,,,,0,20240508,0,CHI11,h,SDN,0,1,0,regular,y,y
CIN202405080,montj004,ARI,1,1,value,21,0,0,0,0,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,thomr007,ARI,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,ginkk001,ARI,1,1,value,1,0,0,0,0,0,,,,,0,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,mantj002,ARI,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,carrc005,ARI,1,8,value,27,2,0,0,0,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,martk001,ARI,1,4,value,27,7,3,0,1,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,walkc002,ARI,1,3,value,27,9,0,0,1,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,gurrl001,ARI,1,7,value,27,1,1,1,0,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,suare001,ARI,1,5,value,27,0,4,0,1,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,moreg001,ARI,1,2,value,27,4,0,0,0,0,0,0,4,0,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,smitp002,ARI,1,9,value,24,1,1,0,0,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,mccaj003,ARI,1,9,value,3,1,0,0,0,0,,,,,0,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,newmk001,ARI,1,6,value,27,2,4,0,0,0,,,,,1,20240508,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202405080,ashcg001,CIN,1,1,value,15,1,0,0,0,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,cruzf002,CIN,1,1,value,6,0,0,0,0,0,,,,,0,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,simsl001,CIN,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,suteb001,CIN,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,indij001,CIN,1,4,value,27,3,5,0,3,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,delae003,CIN,1,6,value,27,2,5,0,3,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,stees001,CIN,1,7,value,27,1,0,0,0,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,stept001,CIN,1,2,value,27,7,0,0,0,0,0,0,1,0,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,espis001,CIN,1,5,value,27,1,0,0,0,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,fairs001,CIN,1,9,value,27,3,0,0,0,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,candj002,CIN,1,3,value,27,7,1,1,3,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CIN202405080,friet001,CIN,1,8,value,27,2,0,0,0,0,,,,,1,20240508,0,CIN09,h,ARI,0,1,0,regular,y,y
CLE202405080,olsor001,DET,1,1,value,18,0,0,0,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,folej001,DET,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,wentj001,DET,1,1,value,4,0,0,0,0,0,,,,,0,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,chafa001,DET,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,langa001,DET,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,greer003,DET,1,7,value,28,3,0,0,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,ibana001,DET,1,4,value,28,2,4,1,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,perew002,DET,1,8,value,28,2,0,0,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,carpk001,DET,1,9,value,28,3,0,0,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,torks001,DET,1,3,value,28,9,1,0,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,mckiz001,DET,1,5,value,28,0,3,0,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,baezj001,DET,1,6,value,28,2,2,0,0,0,,,,,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,rogej004,DET,1,2,value,27,7,0,1,0,0,0,0,1,0,1,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,kellc002,DET,1,2,value,1,0,0,0,0,0,0,0,0,0,0,20240508,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202405080,bibet001,CLE,1,1,value,12,0,0,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,hents001,CLE,1,1,value,5,0,0,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,sandn001,CLE,1,1,value,4,0,0,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,gaddh001,CLE,1,1,value,6,0,0,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,clase001,CLE,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,flore001,CLE,1,9,value,21,3,0,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,flore001,CLE,2,7,value,9,1,0,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,gimea001,CLE,1,4,value,30,4,4,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,naylj001,CLE,1,3,value,30,7,0,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,fry-d001,CLE,1,7,value,21,0,0,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,fry-d001,CLE,2,2,value,9,2,0,0,0,0,0,1,0,0,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,brenw002,CLE,1,8,value,21,1,0,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,brenw002,CLE,2,9,value,9,1,0,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,ariag002,CLE,1,5,value,21,1,3,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,laurr001,CLE,1,8,value,9,1,0,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,hedga001,CLE,1,2,value,21,8,0,0,0,0,0,0,0,0,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,freet001,CLE,1,5,value,9,0,1,0,0,0,,,,,0,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
CLE202405080,roccb001,CLE,1,6,value,30,1,2,0,0,0,,,,,1,20240508,0,CLE08,h,DET,1,0,0,regular,y,y
COL202405080,hickj002,SFN,1,1,value,15,3,0,0,0,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,hjels001,SFN,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,roget001,SFN,1,1,value,1,0,0,0,0,0,,,,,0,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,walkr001,SFN,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,roget002,SFN,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,dovac001,SFN,1,1,value,3,1,0,0,1,0,,,,,0,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,lee-j001,SFN,1,8,value,27,2,0,0,0,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,estrt001,SFN,1,4,value,27,1,3,1,2,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,wadel001,SFN,1,3,value,27,5,4,0,3,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,confm001,SFN,1,7,value,27,1,0,0,0,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,chapm001,SFN,1,5,value,27,0,0,0,0,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,yastm001,SFN,1,9,value,27,4,0,0,0,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,sabob001,SFN,1,2,value,27,7,0,0,0,0,0,1,0,0,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,ahmen001,SFN,1,6,value,27,3,4,0,3,0,,,,,1,20240508,0,DEN02,v,COL,1,0,0,regular,y,y
COL202405080,lambp001,COL,1,1,value,9,0,0,0,0,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,molia001,COL,1,1,value,11,1,1,0,0,0,,,,,0,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,birdj001,COL,1,1,value,4,0,0,0,0,0,,,,,0,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,lawrj002,COL,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,tovae001,COL,1,6,value,27,1,1,0,0,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,mcmar001,COL,1,5,value,27,0,3,1,0,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,diaze005,COL,1,2,value,27,7,0,0,0,0,0,2,0,0,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,rodgb002,COL,1,4,value,27,3,2,0,1,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,doylb001,COL,1,8,value,27,1,0,0,0,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,boucs001,COL,1,9,value,27,0,0,0,0,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,goodh001,COL,1,3,value,27,9,1,0,2,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
COL202405080,beckj003,COL,1,7,value,27,5,0,0,0,0,,,,,1,20240508,0,DEN02,h,SFN,0,1,0,regular,y,y
KCA202405080,rossj002,MIL,1,1,value,15,1,0,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,hudsb001,MIL,1,1,value,6,0,0,0,0,0,,,,,0,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,payaj001,MIL,1,1,value,1,0,0,0,0,0,,,,,0,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,hergk001,MIL,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,turab002,MIL,1,4,value,24,2,0,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,contw002,MIL,1,2,value,24,4,0,0,0,0,0,0,0,0,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,adamw002,MIL,1,6,value,24,3,1,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,bauej001,MIL,1,7,value,15,1,0,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,chouj001,MIL,1,7,value,9,0,0,0,0,0,,,,,0,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,frels001,MIL,1,9,value,24,3,0,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,sancg002,MIL,1,3,value,24,3,1,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,dunno001,MIL,1,5,value,24,0,2,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,perkb002,MIL,1,8,value,24,7,0,0,0,0,,,,,1,20240508,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202405080,singb001,KCA,1,1,value,16,0,1,0,0,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,smitw002,KCA,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,anden001,KCA,1,1,value,2,0,0,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,zerpa001,KCA,1,1,value,1,0,0,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,strac001,KCA,1,1,value,3,0,1,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,dufft001,KCA,1,1,value,1,0,0,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,mcarj001,KCA,1,1,value,2,0,1,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,garcm003,KCA,1,5,value,27,2,2,0,1,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,wittb002,KCA,1,6,value,27,1,2,0,0,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,pasqv001,KCA,1,3,value,24,9,0,0,1,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,bland001,KCA,1,7,value,3,0,0,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,renfh001,KCA,1,9,value,27,1,0,0,0,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,fraza001,KCA,1,4,value,27,1,5,0,1,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,melem001,KCA,1,7,value,21,1,1,0,0,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,hampg001,KCA,1,7,value,3,0,0,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,hampg001,KCA,2,3,value,3,2,0,0,0,0,,,,,0,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,fermf002,KCA,1,2,value,27,7,0,0,0,0,0,0,1,0,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
KCA202405080,isbek001,KCA,1,8,value,27,3,0,0,0,0,,,,,1,20240508,0,KAN06,h,MIL,1,0,0,regular,y,y
LAN202405080,weatr001,MIA,1,1,value,18,0,0,0,0,0,,,,,1,20240508,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202405080,malda001,MIA,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202405080,narda001,MIA,1,1,value,3,0,0,0,0,0,,,,,0,20240508,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202405080,chisj001,MIA,1,8,value,24,3,0,0,0,0,,,,,1,20240508,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202405080,burgj001,MIA,1,5,value,24,0,3,0,0,0,,,,,1,20240508,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202405080,bellj005,MIA,1,3,value,24,8,0,0,1,0,,,,,1,20240508,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202405080,sancj003,MIA,1,9,value,24,2,0,0,0,0,,,,,1,20240508,0,LOS03,v,LAN,0,1,0,regular,y,y
